entry_uuid,legend_bullet_src,entry_date,entry_text,entry_links,scrape_timestamp
6d14ca38-ed6f-4b6e-a3eb-8df74b7680a5,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"October 24, 2020"," – October 24, 2020 – Speaking about the coronavirus at a campaign rally in North Carolina, Trump declared, “We’re doing great, we’re rounding the turn, our numbers are incredible.” The day before, more than 85,000 new cases of the coronavirus were reported in the United States — the highest number on any single day since the pandemic began.",['https://www.businessinsider.com/trump-says-us-rounding-turn-covid-19-even-cases-surge-2020-10'],2020-11-06 05:56:35.886829
86f5e805-1f86-4f35-a66b-b01aa283bde1,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3516/1522176628/public/bulletgreen.png?1522176628', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758']","April 18, 2018","   – April 18, 2018 –  Donald Trump ended funding for NASA’s Carbon Monitoring System, used to measure carbon dioxide and methane and verify the national emission cuts agreed to in the Paris climate accords. ",['https://www.sciencemag.org/news/2018/05/trump-white-house-quietly-cancels-nasa-research-verifying-greenhouse-gas-cuts'],2020-11-06 05:56:35.887158
2ab9cef9-2dc1-447d-8ef2-7399b8fedf6c,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"September 3, 2020"," – September 3, 2020 – Trump belittled his rival, Joe Biden, for wearing a mask during the pandemic, telling rally-goers in Pennsylvania, “Did you ever see a man who likes a mask as much as him?” The president added, “It gives him a feeling of security. If I were a psychiatrist, right, you know I’d say: ‘This guy’s got some big issues.’ ” Most who attended the rally did not wear masks. ",['https://apnews.com/article/7d093d8fefee24b97f449f83d405c9dd'],2020-11-06 05:56:35.887445
f655afb0-d6b3-4c04-bbaa-9bd756466e7a,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563']","December 11, 2018","   – December 11, 2018 – If Congress refused to provide funding for construction of his border wall, Trump told Democratic lawmakers that he would be “proud” to shut down the government. “I’ll be the one to shut it down,” he said. “I will take the mantle.”",['https://www.npr.org/2018/12/11/675425269/trump-to-meet-with-chuck-and-nancy-expectations-are-low'],2020-11-06 05:56:35.887778
6b637aed-b61c-4f7b-aae6-8c373390d2ef,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"April 16, 2017"," – April 16, 2017 – In response to marches around the nation demanding Donald Trump release his tax returns, Trump tweeted, “Someone should look into who paid for the small organized rallies yesterday. The election is over!” No evidence exists to suggest that protesters were paid to march. ",['https://www.politico.com/story/2017/04/trump-tax-return-protesters-237262'],2020-11-06 05:56:35.888164
6f04ad2c-459a-48da-8c91-10f2b85d0628,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"October 27, 2020"," – October 27, 2020 – At a campaign rally in Michigan, Trump boasted about winning the state’s “Man of the Year” award — a claim he has made at least six times in past years. There is no such award. ","['https://twitter.com/atrupar/status/1321168228937289728?s=20', 'https://www.cnn.com/2020/05/21/politics/fact-check-trump-michigan-man-of-the-year-again/index.html']",2020-11-06 05:56:35.888541
7fd41dc1-3761-45b5-aca0-57c1487fb9e3,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3509/1521729073/original/bullet.png?1521729073']","July 17, 2020","   – July 17, 2020 – Dozens of federal officers descended on the streets of Portland, Oregon, wounding demonstrators and taking some of them away in unmarked vans. Oregon Gov. Kate Brown called the arrests “a blatant abuse of power,” but Trump defended the clampdown. “These are not protesters,” he said at a news conference. “These people are anarchists. These are people that hate our country. And we’re not going to let it go forward.”",['https://www.nytimes.com/2020/07/17/us/portland-protests.html'],2020-11-06 05:56:35.888932
0cda56e2-775c-4361-a27d-c3af62c409dc,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"October 24, 2020","  – October 24, 2020 – At a rally in Wisconsin, Trump put forth a conspiracy theory that “doctors get more money and hospitals get more money” if they classify any deaths as coronavirus deaths. Medical experts, however, say that the actual number of Covid-19 deaths has been underreported, not overreported.",['https://twitter.com/atrupar/status/1320180250920259584?s=20'],2020-11-06 05:56:35.889220
aef3e1b7-b9d7-4519-812a-16e3fa8a8299,[],Error - unable to extract date as ext ('NoneType' object has no attribute 'get_text'),Error - unable to extract text ('NoneType' object has no attribute 'get_text'),['No links scraped.'],2020-11-06 05:56:35.889377
c906e2f2-fb71-4b8a-8f79-b7eedb4e72c5,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"June 11, 2017"," – June 11, 2017 – Breaking with a longstanding custom, Donald Trump tried to cultivate a personal relationship with a federal prosecutor, Preet Bharara, after the 2016 election. Months after his firing, Bharara reported a sense of déjà vu listening to James Comey’s testimony regarding Trump’s bizarre interactions. Trump’s final call to Bharara, on March 9, 2017, was ostensibly to “shoot the breeze,” which Bharara found unethical and immediately reported to Attorney General Jeff Sessions. He was fired the following day. ",['https://www.nytimes.com/2017/06/11/us/politics/preet-bharara-trump-contacts.html'],2020-11-06 05:56:35.889666
6a2019df-85d8-41ef-9e80-16c11ef2726d,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3509/1521729073/original/bullet.png?1521729073', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563']","July 3, 2020","   – July 3, 2020 – In a rally-like speech at Mount Rushmore on the eve of Independence Day, Trump assailed protesters. “This movement is openly attacking the legacies of every person on Mount Rushmore,” Trump said. “We will not be terrorized, we will not be demeaned, and we will not be intimidated by bad, evil people.” Trump’s remarks were followed by fireworks, even though it was wildfire season. Thousands attended the gathering without wearing masks or socially distancing.   ",['https://time.com/5862857/trump-mt-rushmore-speech-fourth-of-july/'],2020-11-06 05:56:35.889995
302b9ab7-e082-4662-97b4-42aef5bf6acf,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"July 30, 2020"," – July 30, 2020 – Trump again assailed mail-in voting and raised the possibility of delaying the November election. “With Universal Mail-In Voting (not Absentee Voting, which is good), 2020 will be the most INACCURATE & FRAUDULENT Election in history,” he wrote on Twitter. “It will be a great embarrassment to the USA. Delay the Election until people can properly, securely and safely vote???”",['https://www.nytimes.com/2020/07/30/us/elections/biden-vs-trump.html'],2020-11-06 05:56:35.890406
5337edf7-bca8-477f-bd3c-43d15fa68724,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3519/1522176814/public/bulletpink.png?1522176814'],"July 18, 2017","  – July 18, 2017 – The United States military rented space in Trump Tower, amounting to a $2.4 million yearly expense. The stated reason for the payment was to retain space in the hotel should Donald Trump decide to sleep there. As of July, Trump hadn’t spent a night in the Tower. ","['http://www.slate.com/blogs/the_slatest/2017/07/18/dod_s_paying_2_4_million_to_lease_space_in_trump_tower.html', 'https://www.wsj.com/articles/u-s-militarys-space-in-trump-tower-costs-130-000-a-month-1500428508']",2020-11-06 05:56:35.890734
83e38b26-702f-4770-b059-ade1c977f184,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863'],"January 14, 2018"," – January 14, 2018 – Taylor Weyeneth, a 24 year-old whose only professional experience after college was as a staffer for the Trump campaign, was assigned the position of Deputy Chief of Staff for the Office of National Drug Control Policy. The agency helps lead anti-drug campaigns for the federal government, which include the herculean task of addressing the American opioid epidemic. After the chief of staff for the ONDCP left the agency, the director of the agency announced in a memo that the chief of staff’s duties would fall to Wyeneth and himself. ","['https://www.washingtonpost.com/investigations/meet-the-24-year-old-trump-campaign-worker-appointed-to-help-lead-the-governments-drug-policy-office/2018/01/13/abdada34-f64e-11e7-91af-31ac729add94_story.html?utm_term=.8987068607c9', 'https://img.washingtonpost.com/rf/image_1484w/2010-2019/WashingtonPost/2018/01/14/National-Politics/Images/staffing.jpg?uuid=-rProPi1Eeep46sYzkFDag']",2020-11-06 05:56:35.891315
7b4c3788-dd04-4428-98d5-fb8a9807d840,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3519/1522176814/public/bulletpink.png?1522176814'],"January 23, 2017"," January 23, 2017 – Three days after Donald Trump took office, the Trump Organization filed paperwork confirming Trump’s resignation from over 400 companies. This suggests that, for his first three days as President of the United States, Trump was also an executive in over 400 private companies. When he did eventually file paperwork to relinquish his ownership, he still did not follow the advice of ethics experts by divesting from his assets—meaning Trump had visibility on his private business interests. ",['https://www.propublica.org/article/trump-promised-to-resign-from-his-companies-but-no-record-hes-done-so'],2020-11-06 05:56:35.892023
96c13299-ee0f-4244-bf61-7215b0cf9bd2,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"February 18, 2017"," – February 18, 2017 – The Department of Homeland Security drafted a proposal to mobilize the National Guard in an effort to arrest undocumented immigrants. While the DHS never implemented the proposal, and the White House denied it had existed in the first place (despite the 11-page memo leaking to the Associated Press), Washington lawmakers saw the draft as an indication that the Trump administration was willing to consider military force as a means of rounding up undocumented immigrants. ",['https://apnews.com/5508111d59554a33be8001bdac4ef830'],2020-11-06 05:56:35.892434
89938c7a-090b-4092-89d0-637f3a43dde1,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863'],"October 8, 2020"," – October 8, 2020 – Doctors at Walter Reed National Military Medical Center were told to sign nondisclosure agreements when Trump visited the hospital for an unscheduled visit in November 2019. The unusual requirement angered staff members, who said they respect patient confidentiality. Trump’s last-minute visit was unscheduled, but the White House called it a “routine” checkup.",['https://www.washingtonpost.com/politics/trump-walter-reed-nondisclosure-agreements/2020/10/08/50dbb71a-073b-11eb-a166-dc429b380d10_story.html'],2020-11-06 05:56:35.892737
fa9b2d50-ffa1-4811-9ad3-5b770ecc96cc,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"May 31, 2020"," – May 31, 2020 – Following days of unrest and rioting, Trump stayed silent — except for tweets that he composed from within a White House bunker while fires raged outside. “Get tough Democrat Mayors and Governors,” he wrote in one of them. “These people are ANARCHISTS. Call in our National Guard NOW.”",['https://www.washingtonpost.com/politics/as-cities-burned-trump-stayed-silent--other-than-tweeting-fuel-on-the-fire/2020/05/31/4fc8761a-a354-11ea-b619-3f9133bbb482_story.html'],2020-11-06 05:56:35.893136
fcb247dc-af75-4334-8e00-5f61d5e82197,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863'],As of March 2018," – As of March 2018 – Donald Trump and Republicans in the House and the Senate used the Congressional Review Act with an unprecedented frequency. The act allowed the House to remove any regulation within 60 days of its enactment, and has been the administration’s weapon of choice in rolling back Obama-era regulations. Before Trump, The Congressional Review Act had been used only one time; since Trump took office it has been exercised 15 times, with dozens more rules proposed for removal.","['https://www.washingtonpost.com/politics/trump-undertakes-most-ambitious-regulatory-rollback-since-reagan/2017/02/12/0337b1f0-efb4-11e6-9662-6eedf1627882_story.html?utm_term=.1c90e933e816', 'https://en.wikipedia.org/wiki/Congressional_Review_Act%23Successful_uses']",2020-11-06 05:56:35.893475
a6ebaf4a-c607-4737-9f26-dec697b7a16b,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863']","July 25, 2017","   – July 25, 2017 – Donald Trump targeted both Jeff Sessions, the U.S. attorney general and a member of his own administration, as well as his campaign opponent Hillary Clinton, by tweeting, “Attorney General Jeff Sessions has taken a VERY weak position on Hillary Clinton crimes (where are E-mails & DNC server) & Intel leakers!” ",['https://twitter.com/realDonaldTrump/status/889790429398528000?ref_src=twsrc%255Etfw&ref_url=https%253A%252F%252Fwww.cnn.com%252F2017%252F07%252F25%252Fpolitics%252Fdonald-trump-jeff-sessions-hillary-clinton%252Findex.html'],2020-11-06 05:56:35.893931
ba1769cc-87ab-47bf-8b1c-e37bce5abea6,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"August 31, 2020"," – August 31, 2020 – In defending police officers, Trump said they can make mistakes in using deadly force in the same way golfers sometimes miss putts. “They choke,” he said. “Just like in a golf tournament, they miss a three-foot—.” Fox News host Laura Ingraham interrupted the president to keep him from continuing. “You’re not comparing it to golf,” she said, suggesting that “the media” would use that against him.",['https://thehill.com/homenews/administration/514539-trump-compares-police-who-use-force-to-golfers-who-choke-and-miss-a'],2020-11-06 05:56:35.894230
f28f38d5-3a3b-43d4-bb73-19aa015e3a0e,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"April 21, 2020 "," – April 21, 2020  – Congress approved $6 billion to help college students affected by the pandemic pay for food, childcare and housing. The Trump administration worked in a restriction to prevent undocumented students from getting any of the aid. ",['https://www.politico.com/news/2020/04/21/betsy-devos-undocumented-college-students-aid-199465'],2020-11-06 05:56:35.894520
e4d42817-7b70-4aa0-9122-a040d83628e6,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"August 21, 2019","  – August 21, 2019 – After mass shootings in Texas and Ohio, Trump blamed mental illness, not guns, for the violence. “Mental illness and hatred pull the trigger, not the gun,” Trump said. The American Psychiatric Association, however, has said that mental illness is a factor in less than one percent of mass shootings in the United States. The National Rifle Association, which Trump supports, spent more than $30 million on his 2016 election campaign.","['https://abcnews.go.com/Politics/trumps-claims-experts-mental-illness-mass-shootings/story?id=65101823', 'https://fortune.com/2019/08/21/how-much-did-nra-contribute-trump-campaign/']",2020-11-06 05:56:35.894847
ecc127e2-7a43-46d3-9754-2c882c9609c3,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"March 27, 2020"," – March 27, 2020 – Trump singled out the governors of Michigan and Washington for not being sufficiently grateful for federal government aid during the pandemic. “I want them to be appreciative,” he said. “If they don’t treat you right, I don’t call.”",['https://www.reuters.com/video/watch/idOVC6U374V'],2020-11-06 05:56:35.895133
dbd252ef-8b0a-464f-912a-0bdca982bb7d,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"May 29, 2020"," – May 29, 2020 – Grief-stricken and angry, many people in Minneapolis took to the streets to protest the killing of George Floyd, an African American man who was killed by a white police officer who pressed his knee into Floyd’s neck for nearly nine minutes. On Twitter, Trump responded by calling protesters “THUGS,” a racially loaded term. For the second time in a week, Twitter attached a warning label to his tweet, in which the president seemed to condone violence, writing, “Any difficulty and we will assume control but, when the looting starts, the shooting starts.”",['https://www.washingtonpost.com/nation/2020/05/29/trump-minneapolis-twitter-protest/'],2020-11-06 05:56:35.895424
283c7290-f253-495f-9003-c709e9915f45,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863'],"February 8, 2018"," – February 8, 2018 – White House staff secretary Rob Porter was forced to resign amid credible allegations of domestic abuse. Both White House Counsel Donald McGahn and White House Chief of Staff John Kelly were reported to have known about the allegations for months. ",['https://www.washingtonpost.com/politics/top-white-house-officials-knew-of-abuse-allegations-against-top-aide-for-months/2018/02/08/2faddcf2-0ce9-11e8-95a5-c396801049ef_story.html?utm_term=.d7759b2a77eb'],2020-11-06 05:56:35.895708
b76e1c59-c5e7-403b-bf97-51040f5841f2,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"September 22, 2017"," – September 22, 2017 – Continuing to use aggressive language towards North Korea and Kim Jong-un, Donald Trump tweeted, “Kim Jong-un of North Korea, who is obviously a madman who doesn’t mind starving or killing his people, will be tested like never before!” ",['https://twitter.com/realDonaldTrump/status/911175246853664768'],2020-11-06 05:56:35.896003
18cb4233-45eb-4623-8d44-1d248b9311db,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563']","January 10, 2019","   – January 10, 2019 – In an impromptu news conference, Trump denied ever saying Mexico would pay for his border wall. “I never meant they’re going to write out a check,” he said. While running for president, Trump vowed numerous times that Mexico would reimburse the U.S. for the wall via trade restrictions, foreign aid or other means, stating in February 2016, “Believe me, they’re going to pay for the wall.”",['https://www.nytimes.com/2019/01/11/us/politics/trump-mexico-pay-wall.html'],2020-11-06 05:56:35.896353
ced91fb9-aab0-4d30-aff2-e30236bb8a95,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"May 27, 2020"," – May 27, 2020 – Twitter added a fact-check label to two of Trump’s tweets that claimed that mail-in ballots were fraudulent. In response, he threatened to shut down his favored social media platform on which he’d issued more than 50,000 tweets. “Republicans feel that Social Media Platforms totally silence conservatives voices,” he wrote on the very site that he said was silencing him. ",['https://www.npr.org/2020/05/27/863011399/trump-threatens-to-shut-down-social-media-after-twitter-adds-warning-on-his-twee'],2020-11-06 05:56:35.896644
44ffec71-ea35-4d5f-b869-f385ae06dfb0,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"June 27, 2020"," – June 27, 2020 – Reports emerged that staffers of Tulsa’s BOK Center, which hosted Trump’s June 20th rally, affixed DO NOT SIT HERE, PLEASE! stickers to arena seats to create social distancing. Before the event, however, Trump’s campaign had thousands of the stickers removed.",['https://www.washingtonpost.com/politics/workers-removed-thousands-of-social-distancing-stickers-before-trumps-tulsa-rally-according-to-video-and-a-person-familiar-with-the-set-up/2020/06/27/f429c3be-b801-11ea-9b0f-c797548c1154_story.html'],2020-11-06 05:56:35.897562
48687fad-ea63-4d02-929d-187f41bc3af1,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3512/1521729445/original/bulletred.png?1521729445'],"October 13, 2016"," – October 13, 2016 – Lisa Boyne accused Donald Trump of sexual misbehavior. Boyne asserted that at a dinner in 1996, Trump and modeling agent John Casablancas paraded women in front of their table, looking under their skirts to determine whether each woman was wearing underwear. ",['https://www.nytimes.com/2017/12/11/us/politics/trump-accused-sexual-misconduct.html'],2020-11-06 05:56:35.897855
3638d4db-a963-478e-8fd3-a237fcd408e6,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"June 10, 2020"," – June 10, 2020 – Trump said he would hold a campaign rally, the first such event in three months, even though coronavirus cases were rising in many states. Trump’s campaign team scheduled the rally on Juneteenth, African-Americans’ Independence Day, in Tulsa, Oklahoma, the site of a notorious race massacre in 1921.",['https://www.nytimes.com/2020/06/10/us/politics/trump-rally-tulsa-oklahoma.html'],2020-11-06 05:56:35.898143
053c210d-cb41-4014-a54e-7e15909e4b6c,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3519/1522176814/public/bulletpink.png?1522176814'],"August 22, 2020","  – August 22, 2020 – “You can’t trust him,” Maryanne Trump Barry said about her brother, Donald, in a conversation secretly recorded by their niece, Mary Trump. A retired federal judge, Barry said, “His goddamned tweet and lying, oh my God. I’m talking too freely, but you know. The change of stories. The lack of preparation. The lying. Holy shit.”",['https://www.washingtonpost.com/politics/maryanne-trump-barry-secret-recordings/2020/08/22/30d457f4-e334-11ea-ade1-28daf1a5e919_story.html'],2020-11-06 05:56:35.898426
f7ce5038-5a12-490c-8f93-3dcb9517ef7a,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3517/1522176690/public/bulletyellow.png?1522176690']","May 11, 2017","  – May 11, 2017 – In a televised interview, Donald Trump admitted that he had the Russia investigation in mind when he fired FBI Director Comey. He said, “And, in fact, when I decided to just do it, said to myself, I said: This Russia thing with Trump and Russia is a made-up story, it’s an excuse by the Democrats for having lost an election that they should’ve won.” ",['https://www.theguardian.com/us-news/2017/may/11/donald-trump-james-comey-firing-russia-investigation'],2020-11-06 05:56:35.898807
e2dcf241-3c0e-4b44-b92d-1b151c6161e7,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3516/1522176628/public/bulletgreen.png?1522176628', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758']","June 10, 2020","  – June 10, 2020 – The topic of drilling for oil and gas off Florida’s coast has long been a third rail of politics for both parties in the state. Having relaxed regulations, though, Trump’s Interior Department planned to open up drilling off the state’s coast — but not until after the November election.  ",['https://www.politico.com/news/2020/06/10/interior-drilling-florida-waters-november-election-310595'],2020-11-06 05:56:35.899136
7e1383bd-9452-4397-827a-137baa46daf0,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"January 9, 2020"," – January 9, 2020 – An appeals court allowed Trump to divert $3.6 billion from Defense spending to the construction of his border wall. Declaring a national emergency along the southern border in February 2019 allowed Trump to have the money reallocated. ","['https://www.documentcloud.org/documents/6609584-Fifth-Circuit-Ruling-El-Paso-County.html', 'https://www.whitehouse.gov/presidential-actions/presidential-proclamation-declaring-national-emergency-concerning-southern-border-united-states/']",2020-11-06 05:56:35.899455
b756df70-70be-4b36-a7c6-f40417e23167,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3516/1522176628/public/bulletgreen.png?1522176628', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758']","October 28, 2020","  – October 28, 2020 – Trump eliminated Clinton-era protections that banned logging and development on 9.3 million acres of Alaska’s Tongass National Forest. His action will allow logging companies to cut down trees and build roads in one of the largest temperate rainforests on Earth.",['https://www.washingtonpost.com/climate-environment/2020/10/28/trump-tongass-national-forest-alaska/'],2020-11-06 05:56:35.899786
83c19c71-a884-4d34-9811-5e24932b5d9b,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"March 24, 2020"," – March 24, 2020 – Trump told Fox News that he “would love to have the country opened up and just raring to go by Easter.” On Twitter, he wrote, “THE CURE CANNOT BE WORSE (by far) THAN THE PROBLEM!” In February, Trump said the number of coronavirus cases would soon be “down to close to zero.” By Easter, the number exceeded half a million.","['https://www.politico.com/news/2020/03/24/trump-wants-to-restart-economy-by-mid-april-146398', 'https://twitter.com/realDonaldTrump/status/1242455267603877894']",2020-11-06 05:56:35.900431
6bf48eef-034f-4b77-961d-c3033148f4cb,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"March 16, 2017","  – March 16, 2017 – Donald Trump’s budget proposal presented a 20 percent budget cut to the National Institutes of Health, the agency responsible for funding around one quarter of medical research in the United States. The dean of Baylor’s biomedical research school said the proposed budget, “would bring American biomedical science to a halt.” ","['https://www.theatlantic.com/science/archive/2017/03/trump-budget-cuts-science/519825/', 'https://www.npr.org/sections/health-shots/2015/01/13/376801357/u-s-funding-of-health-research-stalls-as-other-nations-rev-up']",2020-11-06 05:56:35.900771
5994a30b-fc02-4066-b0ba-0011a7907dd3,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3517/1522176690/public/bulletyellow.png?1522176690']","December 17, 2019","  – December 17, 2019 – Although Marie Yovanovitch’s colleagues praised her professionalism, Rudy Giuliani tweeted that the former U.S. envoy to Ukraine who testified against Trump was removed from her post because she “was OBSTRUCTING JUSTICE and that’s not the only thing she was doing. She at minimum enabled Ukranian collusion.” ",['https://twitter.com/RudyGiuliani/status/1206908888320221186'],2020-11-06 05:56:35.901176
181f6a38-ed3f-4c06-9bb8-8c091388b154,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3518/1522176758/public/bulletorange.png?1522176758'],"April 15, 2020"," – April 15, 2020 – As a result of waiting for months to obtain N95 respirator masks, the Trump administration paid companies $5 per mask — almost eight times what the price was earlier in the year.",['https://www.washingtonpost.com/national/coronavirus-trump-masks-contracts-prices/2020/04/15/9c186276-7f20-11ea-8de7-9fdff6d5d83e_story.html'],2020-11-06 05:56:35.901453
fce22d9e-0235-4846-b31a-78a1270202df,"['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563', 'https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3520/1522176863/public/bulletdarkpurple.png?1522176863']","October 31, 2020"," - October 31, 2020 –  Warning of “FRAUD like you’ve never seen, plain and simple!” Trump’s campaign began raising money to use after the election. The campaign’s website automatically withdraws weekly donations from donors — unless they go out of their way to click on a box preventing them from making multiple contributions.",['https://www.nytimes.com/2020/10/31/us/politics/trump-fundraising-donations.html?referringSource=articleShare'],2020-11-06 05:56:35.901785
bf9b5a1b-c664-45e0-aeb1-fe7e664260d6,['https://d3thpuk46eyjbu.cloudfront.net/uploads/production/3515/1522176563/public/bulletlightblue.png?1522176563'],"May 2, 2017","  – May 2, 2017 – During a CNN interview at a Women for Women International event in New York, Hillary Clinton blamed her election loss on a Russian meddling, a flawed candidacy, and FBI Director James Comey’s surprise announcement that the Bureau would investigate her emails just days before the election. Donald Trump took to Twitter to respond to her interview, posting Comey was, “The best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds!” and the “phony Trump/Russia story was an excuse used by the Democrats as justification for losing the election.” ","['https://www.cnn.com/2017/05/02/politics/hillary-clinton-planned-parenthood-women-for-women/', 'https://twitter.com/realDonaldTrump/status/859601184285491201?ref_src=twsrc%255Etfw&ref_url=https%253A%252F%252Fwww.cnn.com%252F2017%252F05%252F02%252Fpolitics%252Ftrump-clinton-comey-tweet%252Findex.html', 'https://twitter.com/realDonaldTrump/status/859604996236742656?ref_src=twsrc%255Etfw&ref_url=https%253A%252F%252Fwww.cnn.com%252F2017%252F05%252F02%252Fpolitics%252Ftrump-clinton-comey-tweet%252Findex.html']",2020-11-06 05:56:35.902357
